#通用文案
#{grade}在文案中获取当前年级，{semester}在文案中获取当前学期
#common为标志|priority_high为优先级高（前三项），gpa为属性，后面的文案分为两部分，第一部分为why，第二部分为how
#gpa                                                                                      
general|common|priority_high|gpa|因为你正处于{grade}，gpa的优先级很高，建议好好听课，让绩点稳步提高。|本校海外交换项目<br>海外项目是提升眼界，熟悉海外教学环境氛围的好机会，同时也是证明学生在不同环境下的学习和适应能力。如果能够通过表现赢得海外教授的认可，将有机会为后期海外科研机会打基础。<br>你要注意收集学校所有的项目信息，并通过学长，老师了解项目的具体情况，申请合适的项目。<br>名校Summer School<br>这是可以自由申请的项目，如果英语水平达标，申请难度不大。如果资金充裕，是个很好的选择。
general|common|priority_low|gpa|你正处于{grade}，gpa对于你的优先级不是很高，建议在有余力的情况下参与，不要迟到早退，保持绩点稳定。|本校海外交换项目<br>海外项目是提升眼界，熟悉海外教学环境氛围的好机会，同时也是证明学生在不同环境下的学习和适应能力。如果能够通过表现赢得海外教授的认可，将有机会为后期海外科研机会打基础。<br>你要注意收集学校所有的项目信息，并通过学长，老师了解项目的具体情况，申请合适的项目。<br>名校Summer School<br>这是可以自由申请的项目，如果英语水平达标，申请难度不大。如果资金充裕，是个很好的选择。

#scholarship
general|common|priority_high|scholarship|由于你正处于{grade}，在这个时间段可以冲刺一下学校的奖学金，但也不必强求。<br>大学生活，不由奖学金决定，别让自己跟着奖学金的步伐走，要有一种你走到哪就让奖学金就跟到哪的霸气。|奖学金的获取基本靠好好听课，努力学习。同学，好好加油吧，在保持绩点的同时尽量争取奖学金！
general|common|priority_low|scholarship|你正处于{grade}，奖学金对于你的优先级不是很高，建议在有余力的情况下参与。|奖学金的获取基本靠好好听课，努力学习。同学，好好加油吧，在保持绩点的同时尽量争取奖学金！

#gre
general|common|priority_high|gre|由于你正处于{grade}，gre的优先级很高，建议先从提高gre入手。|学期内每天复习计划:<br>*目标:单词积累，做题，完成本阶段Verbal至少155<br>*复习时间:每天三个小时*<br>详细安排:DAY1:<br>1.看完17天背完gre单词方法论<br>记录背单词方法<br>看陈琦或者GRE、GMAT长难句前言<br>2.整理熟悉复习资料<br>DAY2-12:<br>1.两个半小时全神贯注背诵3000<br>3个list（只看单词和意思，不看同义词什么的）<br>2.半个小时模拟测试随机复查刚刚背的<br> 12天时把31个list所有刷一遍了，模测不会的反复复习<br>DAY13-23<br>1.每天一个半小时3000<br> 一天3list（看同义词反义词）<br>2.每天3list助记<br>3.每天长难句10句 详细分析<br>4.阅读24套 每天一套18分钟左右 做完要分析错误总结<br>DAY24-30<br>*应有状态:3000至少认真两遍后，类反正确率在6/10<br>1.每天3套24套填空 （40题28分钟）<br>2.每天3套阅读24套（电子版机考）<br>3.长难句每天＞10句（30天时所有长难句分析完）<br>4.总结复习所有每天错误和不会的词<br>全天备考复习计划:<br>*状态:3000至少认真刷5遍后，类反刷到2/3 <br>*目标：冲330，作文4.5+
general|common|priority_low|gre|你正处于{grade}，gre对于你的优先级不是很高，建议在有余力的情况下参与。|学期内每天复习计划:<br>*目标:单词积累，做题，完成本阶段Verbal至少155<br>*复习时间:每天三个小时*<br>详细安排:DAY1:<br>1.看完17天背完gre单词方法论<br>记录背单词方法<br>看陈琦或者GRE、GMAT长难句前言<br>2.整理熟悉复习资料<br>DAY2-12:<br>1.两个半小时全神贯注背诵3000<br>3个list（只看单词和意思，不看同义词什么的）<br>2.半个小时模拟测试随机复查刚刚背的<br> 12天时把31个list所有刷一遍了，模测不会的反复复习<br>DAY13-23<br>1.每天一个半小时3000<br> 一天3list（看同义词反义词）<br>2.每天3list助记<br>3.每天长难句10句 详细分析<br>4.阅读24套 每天一套18分钟左右 做完要分析错误总结<br>DAY24-30<br>*应有状态:3000至少认真两遍后，类反正确率在6/10<br>1.每天3套24套填空 （40题28分钟）<br>2.每天3套阅读24套（电子版机考）<br>3.长难句每天＞10句（30天时所有长难句分析完）<br>4.总结复习所有每天错误和不会的词<br>全天备考复习计划:<br>*状态:3000至少认真刷5遍后，类反刷到2/3 <br>*目标：冲330，作文4.5+

#toefl
general|common|priority_high|toefl|因为你正处于{grade}，托福的优先级很高，建议先从提高托福入手。|怎样复习托福可以考到100？<br><a href="https://www.zhihu.com/question/19702291">https://www.zhihu.com/question/19702291</a><br>怎样才能快速达到托福110+？<br><a href="https://www.zhihu.com/question/22990672">https://www.zhihu.com/question/22990672</a>
general|common|priority_low|toefl|你正处于{grade}，托福对于你的优先级不是很高，建议在有余力的情况下参与。|怎样复习托福可以考到100？<br><a href="https://www.zhihu.com/question/19702291">https://www.zhihu.com/question/19702291</a><br>怎样才能快速达到托福110+？<br><a href="https://www.zhihu.com/question/22990672">https://www.zhihu.com/question/22990672</a>

#ielts
general|common|priority_high|ielts|因为你正处于{grade}，雅思的优先级很高，建议先从提高雅思入手。|雅思要怎么准备？<br><a href="https://www.zhihu.com/question/19709258">https://www.zhihu.com/question/19709258</a><br>
general|common|priority_low|ielts|你正处于{grade}，雅思对于你的优先级不是很高，建议在有余力的情况下参与。|雅思要怎么准备？<br><a href="https://www.zhihu.com/question/19709258">https://www.zhihu.com/question/19709258</a><br>

#research
general|common|priority_high|research|因为你正处于{grade}，科研活动的优先级很高，建议先从提高科研实力入手。|专业分支方向了解<br>研究生学习是一个逐步深入的过程，因此对自己专业领域各研究方向的了解，有利于做针对性的知识结构的构建。对教授而言，你可以不确定一定要做什么方向，但是一定要有对未来方向的探索过程。这项工作可以贯穿在平时的专业学习中。<br>系导师情况了解<br>由于方向较多，为了达到好的效果，提前对本系擅长领域，各教授的情况进行了解将有利于未来进行实验项目组的选择。这部分不需要短时间集中去做，而是通过平时的点滴信息的收集，积累。这项工作最晚要在大二结束前完成。<br>论文检索，阅读能力训练<br>这是进行科研工作的前提条件，建议平时养成阅读专业相关文章的习惯。<br>训练方式：<br>自学<br>进入实验室在教授/研究生/博士生的指导下进行学习<br>参加收费的培训项目
general|common|priority_low|research|你正处于{grade}，科研对于你的优先级不是很高，建议在有余力的情况下参与。|专业分支方向了解<br>研究生学习是一个逐步深入的过程，因此对自己专业领域各研究方向的了解，有利于做针对性的知识结构的构建。对教授而言，你可以不确定一定要做什么方向，但是一定要有对未来方向的探索过程。这项工作可以贯穿在平时的专业学习中。<br>系导师情况了解<br>由于方向较多，为了达到好的效果，提前对本系擅长领域，各教授的情况进行了解将有利于未来进行实验项目组的选择。这部分不需要短时间集中去做，而是通过平时的点滴信息的收集，积累。这项工作最晚要在大二结束前完成。<br>论文检索，阅读能力训练<br>这是进行科研工作的前提条件，建议平时养成阅读专业相关文章的习惯。<br>训练方式：<br>自学<br>进入实验室在教授/研究生/博士生的指导下进行学习<br>参加收费的培训项目

#internship
general|common|priority_high|internship|因为你正处于{grade}，实习的优先级很高，建议先从寻找一份实习入手。|怎样寻找实习机会？<br><a href="https://www.zhihu.com/question/19628805">https://www.zhihu.com/question/19628805</a>
general|common|priority_low|internship|你正处于{grade}，实习对于你的优先级不是很高，建议在有余力的情况下参与。|怎样寻找实习机会？<br><a href="https://www.zhihu.com/question/19628805">https://www.zhihu.com/question/19628805</a>

#competition
general|common|priority_high|competition|因为你正处于{grade}，竞赛的优先级很高，建议先从参加一次竞赛入手。|数学建模竞赛；<br>这个比赛就包含很多层次：<br>全国大学生数学建模竞赛，美国大学生数学建模竞赛、苏北数学建模竞赛，还有各类院校级数学建模竞赛；<br>比赛的形式是以三名同学为一组，用三天时间去解决一个问题，这个问题并不是简单的数学题，很多会和社会实际问题相关，也可能涉及某些专业难题。所以不要以为数学建模竞赛是要考察我们的数学能力，实际上是在考察解决问题的能力。<br>挑战杯；<br>挑战杯分为“中国大学生创业计划竞赛”和“全国大学生系列科技学术竞赛”两种竞赛，这两类竞赛会交叉轮流举办，一般作品的征集时间是从前一年的11月份到次年的3月份。<br>全国大学生电子设计大赛；<br>这类比赛会比较适合电类学生参加，电子设计大赛的形式也是给出题目，参赛者有四天三夜的时间解决问题，题目大致可以分为：控制类、测量类、高频类以及电力电子类。该竞赛会在单数年的9月份举行。
general|common|priority_low|competition|你正处于{grade}，竞赛对于你的优先级不是很高，建议在有余力的情况下参与。|数学建模竞赛；<br>这个比赛就包含很多层次：<br>全国大学生数学建模竞赛，美国大学生数学建模竞赛、苏北数学建模竞赛，还有各类院校级数学建模竞赛；<br>比赛的形式是以三名同学为一组，用三天时间去解决一个问题，这个问题并不是简单的数学题，很多会和社会实际问题相关，也可能涉及某些专业难题。所以不要以为数学建模竞赛是要考察我们的数学能力，实际上是在考察解决问题的能力。<br>挑战杯；<br>挑战杯分为“中国大学生创业计划竞赛”和“全国大学生系列科技学术竞赛”两种竞赛，这两类竞赛会交叉轮流举办，一般作品的征集时间是从前一年的11月份到次年的3月份。<br>全国大学生电子设计大赛；<br>这类比赛会比较适合电类学生参加，电子设计大赛的形式也是给出题目，参赛者有四天三夜的时间解决问题，题目大致可以分为：控制类、测量类、高频类以及电力电子类。该竞赛会在单数年的9月份举行。

#credential
general|common|priority_high|credential|因为你正处于{grade}，证书的优先级很高，建议先从获取一份证书入手|拿到证书是个人能力和经验的一定程度的认定，在申请上对专业能力的衡量有一定的帮助。
general|common|priority_low|credential|你正处于{grade}，证书对于你的优先级不是很高，建议在有余力的情况下参与。|拿到证书是个人能力和经验的一定程度的认定，在申请上对专业能力的衡量有一定的帮助。

#activity
general|common|priority_high|activity|因为你正处于{grade}，活动经历的优先级很高，建议先从参加一次活动入手。|美国是个非常注重社会回报和个人奉献的国家，又加之其信仰根基——耶稣基督。因此个人价值和社会价值的实现是每个人都有认真思考并身体力行的事。相反，中国是个没有信仰的国家，又加上计划生育政策的多年实行导致现在的新一代都是以自己为中心，大家都以满足自己的需求为生活方式。这样的理念和习惯与美国的文化氛围是相悖的。许多中国学生去美国读书后也表现出非常明显的差异，因此他们的留学生活并不能很好的融入当地的文化氛围，朋友也多半是亚洲人。我们不希望你去到那里也发生同样的情况，所以建议你参与一个志愿者活动，无论是学校组织还是社会组织，只要你能在这个过程中真正体会到为他人服务的快乐并收获一些心得体会，提升的价值也就实现了。
general|common|priority_low|activity|你正处于{grade}，活动经历对于你的优先级不是很高，建议在有余力的情况下参与。|美国是个非常注重社会回报和个人奉献的国家，又加之其信仰根基——耶稣基督。因此个人价值和社会价值的实现是每个人都有认真思考并身体力行的事。相反，中国是个没有信仰的国家，又加上计划生育政策的多年实行导致现在的新一代都是以自己为中心，大家都以满足自己的需求为生活方式。这样的理念和习惯与美国的文化氛围是相悖的。许多中国学生去美国读书后也表现出非常明显的差异，因此他们的留学生活并不能很好的融入当地的文化氛围，朋友也多半是亚洲人。我们不希望你去到那里也发生同样的情况，所以建议你参与一个志愿者活动，无论是学校组织还是社会组织，只要你能在这个过程中真正体会到为他人服务的快乐并收获一些心得体会，提升的价值也就实现了。

#gmat
general|common|priority_high|gmat|因为你正处于{grade}，gmat的优先级很高，建议先从提高gmat入手。|准备GMAT，需要看什么资料？<br><a href="https://www.zhihu.com/question/34877955">https://www.zhihu.com/question/34877955</a>
general|common|priority_low|gmat|你正处于{grade}，gmat对于你的优先级不是很高，建议在有余力的情况下参与。|准备GMAT，需要看什么资料？<br><a href="https://www.zhihu.com/question/34877955">https://www.zhihu.com/question/34877955</a>


#特殊理由 属性  偏差值   学期   单项what   单项how
#gpa为需要检测的属性，0.3为该属性低于目标xx时报警，1234为横跨的学期，当学期为1/2/3/4时，会触发该检测。{grade}为年级变量。后面的文案分
#两部分，第一部分为what，第二部分为how，以英文逗号分隔，文案只能用中文逗号

#gpa监测
general|special|gpa|0-0.2|12|你的gpa跟目标值差距较小，鉴于你处于{grade}，希望你在剩下的时间里重视平时课程，将gpa提到学校的目标值，确保以后不会影响到学校申请。|本校海外交换项目<br>海外项目是提升眼界，熟悉海外教学环境氛围的好机会，同时也是证明学生在不同环境下的学习和适应能力。如果能够通过表现赢得海外教授的认可，将有机会为后期海外科研机会打基础。<br>你要注意收集学校所有的项目信息，并通过学长，老师了解项目的具体情况，申请合适的项目。<br>名校Summer School<br>这是可以自由申请的项目，如果英语水平达标，申请难度不大。如果资金充裕，是个很好的选择。
general|special|gpa|0.3-4|12|你的gpa跟目标值差距过大，鉴于你处于{grade}，建议你在今后两年重视平时课程，争取将绩点提上去，以免对申请产生不利影响。|本校海外交换项目<br>海外项目是提升眼界，熟悉海外教学环境氛围的好机会，同时也是证明学生在不同环境下的学习和适应能力。如果能够通过表现赢得海外教授的认可，将有机会为后期海外科研机会打基础。<br>你要注意收集学校所有的项目信息，并通过学长，老师了解项目的具体情况，申请合适的项目。<br>名校Summer School<br>这是可以自由申请的项目，如果英语水平达标，申请难度不大。如果资金充裕，是个很好的选择。
general|special|gpa|0-0.2|34|你的gpa跟目标值差距较小，鉴于你处于{grade}，属于一个承上启下的年级，在保持绩点稳定的同时，可以适当在其他任务上分配精力。|本校海外交换项目<br>海外项目是提升眼界，熟悉海外教学环境氛围的好机会，同时也是证明学生在不同环境下的学习和适应能力。如果能够通过表现赢得海外教授的认可，将有机会为后期海外科研机会打基础。<br>你要注意收集学校所有的项目信息，并通过学长，老师了解项目的具体情况，申请合适的项目。<br>名校Summer School<br>这是可以自由申请的项目，如果英语水平达标，申请难度不大。如果资金充裕，是个很好的选择。
general|special|gpa|0.3-4|34|你的gpa跟目标值差距过大，鉴于你处于{grade}，建议你尽量在本学年各学科拿到高分，减少在大三时的压力，以免在快要申请时越来越被动。|本校海外交换项目<br>海外项目是提升眼界，熟悉海外教学环境氛围的好机会，同时也是证明学生在不同环境下的学习和适应能力。如果能够通过表现赢得海外教授的认可，将有机会为后期海外科研机会打基础。<br>你要注意收集学校所有的项目信息，并通过学长，老师了解项目的具体情况，申请合适的项目。<br>名校Summer School<br>这是可以自由申请的项目，如果英语水平达标，申请难度不大。如果资金充裕，是个很好的选择。
general|special|gpa|0-0.2|56|你的gpa跟目标值差距较小，鉴于你处于{grade}，在保持绩点稳定的同时，可以适当在其他任务上分配精力。|本校海外交换项目<br>海外项目是提升眼界，熟悉海外教学环境氛围的好机会，同时也是证明学生在不同环境下的学习和适应能力。如果能够通过表现赢得海外教授的认可，将有机会为后期海外科研机会打基础。<br>你要注意收集学校所有的项目信息，并通过学长，老师了解项目的具体情况，申请合适的项目。<br>名校Summer School<br>这是可以自由申请的项目，如果英语水平达标，申请难度不大。如果资金充裕，是个很好的选择。
general|special|gpa|0.3-4|56|你的gpa跟目标值差距过大，鉴于你处于{grade}，建议你能刷分的课程刷分，本学年的课程尽量拿高分，避免在申请时由于gpa硬伤产生影响。|本校海外交换项目<br>海外项目是提升眼界，熟悉海外教学环境氛围的好机会，同时也是证明学生在不同环境下的学习和适应能力。如果能够通过表现赢得海外教授的认可，将有机会为后期海外科研机会打基础。<br>你要注意收集学校所有的项目信息，并通过学长，老师了解项目的具体情况，申请合适的项目。<br>名校Summer School<br>这是可以自由申请的项目，如果英语水平达标，申请难度不大。如果资金充裕，是个很好的选择。

#gre监测
general|special|gre|340-1000|34|你的gre还没考，鉴于你处于{grade}，你可以开始着手gre的复习准备，争取在大三结束之前拿到满意的gre分数。|学期内每天复习计划:<br>*目标:单词积累，做题，完成本阶段Verbal至少155<br>*复习时间:每天三个小时*<br>详细安排:DAY1:<br>1.看完17天背完gre单词方法论<br>记录背单词方法<br>看陈琦或者GRE、GMAT长难句前言<br>2.整理熟悉复习资料<br>DAY2-12:<br>1.两个半小时全神贯注背诵3000<br>3个list（只看单词和意思，不看同义词什么的）<br>2.半个小时模拟测试随机复查刚刚背的<br> 12天时把31个list所有刷一遍了，模测不会的反复复习<br>DAY13-23<br>1.每天一个半小时3000<br> 一天3list（看同义词反义词）<br>2.每天3list助记<br>3.每天长难句10句 详细分析<br>4.阅读24套 每天一套18分钟左右 做完要分析错误总结<br>DAY24-30<br>*应有状态:3000至少认真两遍后，类反正确率在6/10<br>1.每天3套24套填空 （40题28分钟）<br>2.每天3套阅读24套（电子版机考）<br>3.长难句每天＞10句（30天时所有长难句分析完）<br>4.总结复习所有每天错误和不会的词<br>全天备考复习计划:<br>*状态:3000至少认真刷5遍后，类反刷到2/3 <br>*目标：冲330，作文4.5+
general|special|gre|1-10|34|你的gre跟目标值差距较小，鉴于你处于{grade}，如果有精力的话，可以尝试再刷一次gre。|学期内每天复习计划:<br>*目标:单词积累，做题，完成本阶段Verbal至少155<br>*复习时间:每天三个小时*<br>详细安排:DAY1:<br>1.看完17天背完gre单词方法论<br>记录背单词方法<br>看陈琦或者GRE、GMAT长难句前言<br>2.整理熟悉复习资料<br>DAY2-12:<br>1.两个半小时全神贯注背诵3000<br>3个list（只看单词和意思，不看同义词什么的）<br>2.半个小时模拟测试随机复查刚刚背的<br> 12天时把31个list所有刷一遍了，模测不会的反复复习<br>DAY13-23<br>1.每天一个半小时3000<br> 一天3list（看同义词反义词）<br>2.每天3list助记<br>3.每天长难句10句 详细分析<br>4.阅读24套 每天一套18分钟左右 做完要分析错误总结<br>DAY24-30<br>*应有状态:3000至少认真两遍后，类反正确率在6/10<br>1.每天3套24套填空 （40题28分钟）<br>2.每天3套阅读24套（电子版机考）<br>3.长难句每天＞10句（30天时所有长难句分析完）<br>4.总结复习所有每天错误和不会的词<br>全天备考复习计划:<br>*状态:3000至少认真刷5遍后，类反刷到2/3 <br>*目标：冲330，作文4.5+
general|special|gre|11-339|34|你的gre跟目标值差距较大，鉴于你处于{grade}，可以趁热打铁再考一次，争取拿到满意的分数。|学期内每天复习计划:<br>*目标:单词积累，做题，完成本阶段Verbal至少155<br>*复习时间:每天三个小时*<br>详细安排:DAY1:<br>1.看完17天背完gre单词方法论<br>记录背单词方法<br>看陈琦或者GRE、GMAT长难句前言<br>2.整理熟悉复习资料<br>DAY2-12:<br>1.两个半小时全神贯注背诵3000<br>3个list（只看单词和意思，不看同义词什么的）<br>2.半个小时模拟测试随机复查刚刚背的<br> 12天时把31个list所有刷一遍了，模测不会的反复复习<br>DAY13-23<br>1.每天一个半小时3000<br> 一天3list（看同义词反义词）<br>2.每天3list助记<br>3.每天长难句10句 详细分析<br>4.阅读24套 每天一套18分钟左右 做完要分析错误总结<br>DAY24-30<br>*应有状态:3000至少认真两遍后，类反正确率在6/10<br>1.每天3套24套填空 （40题28分钟）<br>2.每天3套阅读24套（电子版机考）<br>3.长难句每天＞10句（30天时所有长难句分析完）<br>4.总结复习所有每天错误和不会的词<br>全天备考复习计划:<br>*状态:3000至少认真刷5遍后，类反刷到2/3 <br>*目标：冲330，作文4.5+
general|special|gre|340-1000|6|你的gre还没考，鉴于你处于{grade}下学期，你应该尽量在本学期结束拿到你的gre成绩，所以请尽量把精力放在gre的复习上，争取尽快拿到满意的成绩，以免影响最后的申请。
general|special|gre|1-10|6|你的gre跟目标值差距较小，鉴于你处于{grade}，不推荐再刷一次gre。|学期内每天复习计划:<br>*目标:单词积累，做题，完成本阶段Verbal至少155<br>*复习时间:每天三个小时*<br>详细安排:DAY1:<br>1.看完17天背完gre单词方法论<br>记录背单词方法<br>看陈琦或者GRE、GMAT长难句前言<br>2.整理熟悉复习资料<br>DAY2-12:<br>1.两个半小时全神贯注背诵3000<br>3个list（只看单词和意思，不看同义词什么的）<br>2.半个小时模拟测试随机复查刚刚背的<br> 12天时把31个list所有刷一遍了，模测不会的反复复习<br>DAY13-23<br>1.每天一个半小时3000<br> 一天3list（看同义词反义词）<br>2.每天3list助记<br>3.每天长难句10句 详细分析<br>4.阅读24套 每天一套18分钟左右 做完要分析错误总结<br>DAY24-30<br>*应有状态:3000至少认真两遍后，类反正确率在6/10<br>1.每天3套24套填空 （40题28分钟）<br>2.每天3套阅读24套（电子版机考）<br>3.长难句每天＞10句（30天时所有长难句分析完）<br>4.总结复习所有每天错误和不会的词<br>全天备考复习计划:<br>*状态:3000至少认真刷5遍后，类反刷到2/3 <br>*目标：冲330，作文4.5+
general|special|gre|11-339|6|你的gre跟目标值差距较大，鉴于你处于{grade}，如果你的申请目标不变的话，请尽量安排时间再刷一次gre分数，争取拿到合格的分数。|学期内每天复习计划:<br>*目标:单词积累，做题，完成本阶段Verbal至少155<br>*复习时间:每天三个小时*<br>详细安排:DAY1:<br>1.看完17天背完gre单词方法论<br>记录背单词方法<br>看陈琦或者GRE、GMAT长难句前言<br>2.整理熟悉复习资料<br>DAY2-12:<br>1.两个半小时全神贯注背诵3000<br>3个list（只看单词和意思，不看同义词什么的）<br>2.半个小时模拟测试随机复查刚刚背的<br> 12天时把31个list所有刷一遍了，模测不会的反复复习<br>DAY13-23<br>1.每天一个半小时3000<br> 一天3list（看同义词反义词）<br>2.每天3list助记<br>3.每天长难句10句 详细分析<br>4.阅读24套 每天一套18分钟左右 做完要分析错误总结<br>DAY24-30<br>*应有状态:3000至少认真两遍后，类反正确率在6/10<br>1.每天3套24套填空 （40题28分钟）<br>2.每天3套阅读24套（电子版机考）<br>3.长难句每天＞10句（30天时所有长难句分析完）<br>4.总结复习所有每天错误和不会的词<br>全天备考复习计划:<br>*状态:3000至少认真刷5遍后，类反刷到2/3 <br>*目标：冲330，作文4.5+
general|special|gre|340-1000|5|你的gre还没考，鉴于你处于{grade}上学期，你应该尽量在本学期结束拿到你的gre成绩，所以请尽量把精力放在gre的复习上，争取尽快拿到满意的成绩，以免影响最后的申请。
general|special|gre|1-10|5|你的gre跟目标值差距较小，鉴于你处于{grade}，不推荐再刷一次gre。|学期内每天复习计划:<br>*目标:单词积累，做题，完成本阶段Verbal至少155<br>*复习时间:每天三个小时*<br>详细安排:DAY1:<br>1.看完17天背完gre单词方法论<br>记录背单词方法<br>看陈琦或者GRE、GMAT长难句前言<br>2.整理熟悉复习资料<br>DAY2-12:<br>1.两个半小时全神贯注背诵3000<br>3个list（只看单词和意思，不看同义词什么的）<br>2.半个小时模拟测试随机复查刚刚背的<br> 12天时把31个list所有刷一遍了，模测不会的反复复习<br>DAY13-23<br>1.每天一个半小时3000<br> 一天3list（看同义词反义词）<br>2.每天3list助记<br>3.每天长难句10句 详细分析<br>4.阅读24套 每天一套18分钟左右 做完要分析错误总结<br>DAY24-30<br>*应有状态:3000至少认真两遍后，类反正确率在6/10<br>1.每天3套24套填空 （40题28分钟）<br>2.每天3套阅读24套（电子版机考）<br>3.长难句每天＞10句（30天时所有长难句分析完）<br>4.总结复习所有每天错误和不会的词<br>全天备考复习计划:<br>*状态:3000至少认真刷5遍后，类反刷到2/3 <br>*目标：冲330，作文4.5+
